LBP_0,LBP_1,LBP_2,LBP_3,LBP_4,LBP_5,LBP_6,LBP_7,LBP_8,LBP_9,LBP_10,LBP_11,LBP_12,LBP_13,LBP_14,LBP_15,LBP_16,LBP_17
0.48088,0.022039,0.01435,0.015008,0.012253,0.011554,0.013734,0.017105,0.023684,0.014597,0.010691,0.009498,0.009992,0.013117,0.015502,0.023314,0.022738,0.269942
0.460482,0.024694,0.017592,0.015042,0.013112,0.01191,0.012383,0.017446,0.022909,0.014132,0.011619,0.010781,0.009834,0.01435,0.013695,0.024512,0.023929,0.281578
0.426522,0.026803,0.018349,0.016226,0.011899,0.012179,0.013982,0.018149,0.026002,0.016546,0.012901,0.009896,0.011579,0.016707,0.015946,0.02528,0.02504,0.295994
0.435915,0.024547,0.018569,0.014629,0.011639,0.01087,0.012591,0.017255,0.024774,0.016486,0.012228,0.009918,0.011187,0.013587,0.014176,0.023732,0.025,0.302899
0.42149,0.028221,0.017933,0.01351,0.011346,0.011106,0.010288,0.013221,0.016058,0.014135,0.010529,0.008558,0.009712,0.013221,0.015192,0.025673,0.028365,0.331442
0.555744,0.025853,0.01321,0.009133,0.005548,0.004944,0.005963,0.008718,0.013851,0.006303,0.004152,0.004642,0.004491,0.008303,0.012606,0.022418,0.02155,0.272569
0.550576,0.01988,0.014492,0.016998,0.016768,0.021425,0.025518,0.033662,0.046546,0.025685,0.014597,0.010211,0.008436,0.009376,0.006181,0.008979,0.009146,0.161523
0.476762,0.010523,0.009327,0.01702,0.020727,0.02551,0.036711,0.052774,0.073581,0.048748,0.031409,0.021843,0.014629,0.015226,0.006936,0.008171,0.007932,0.12217
0.573575,0.019182,0.01304,0.010891,0.008762,0.008864,0.011055,0.015784,0.0191,0.012836,0.00997,0.007145,0.007779,0.009949,0.011812,0.016541,0.016316,0.227399
0.576412,0.020427,0.011394,0.01059,0.00789,0.009006,0.009967,0.015599,0.018221,0.012562,0.008773,0.007112,0.006022,0.008332,0.010123,0.018558,0.01752,0.231494
0.539634,0.02546,0.014388,0.0115,0.00821,0.008745,0.008558,0.013104,0.016421,0.011928,0.007141,0.006312,0.006285,0.009414,0.011767,0.018533,0.017597,0.265003
0.607078,0.020255,0.011188,0.008961,0.007207,0.007962,0.008786,0.012907,0.016975,0.011206,0.008453,0.006822,0.005471,0.007769,0.010399,0.015643,0.014257,0.218662
0.550055,0.023766,0.012699,0.008883,0.006169,0.007017,0.008162,0.011597,0.01465,0.010028,0.006742,0.005385,0.005025,0.008162,0.011894,0.020416,0.018233,0.271116
0.552718,0.010148,0.009368,0.016784,0.022395,0.033421,0.04335,0.061622,0.069453,0.043545,0.02076,0.014564,0.00788,0.006757,0.002805,0.004611,0.00344,0.076381
0.48579,0.026621,0.014505,0.010466,0.00855,0.008785,0.010996,0.012972,0.016745,0.012264,0.009346,0.008402,0.008137,0.009935,0.01194,0.020165,0.019458,0.304923
0.543925,0.02365,0.011801,0.009834,0.008013,0.009057,0.011485,0.016487,0.019231,0.012942,0.008741,0.007114,0.00607,0.007576,0.009348,0.01741,0.015904,0.261412
0.517339,0.028163,0.013004,0.011297,0.011165,0.01198,0.014344,0.018994,0.021805,0.013556,0.009957,0.007356,0.0062,0.006515,0.008459,0.013346,0.011323,0.275194
0.556077,0.021319,0.010978,0.008336,0.005056,0.006696,0.006514,0.011844,0.013074,0.009293,0.00697,0.005831,0.005239,0.006195,0.010523,0.021729,0.017037,0.277287
0.544752,0.020313,0.01222,0.009776,0.008413,0.010256,0.013582,0.020393,0.023077,0.016146,0.011619,0.008373,0.007572,0.007893,0.011338,0.016787,0.013462,0.24403
0.565085,0.02404,0.01098,0.005889,0.003595,0.004956,0.006316,0.010067,0.014576,0.009212,0.005072,0.004412,0.003809,0.006258,0.011136,0.021125,0.019084,0.27439
0.600765,0.020285,0.011438,0.00827,0.00681,0.008641,0.009772,0.014175,0.01761,0.012097,0.007674,0.005925,0.004999,0.007324,0.008846,0.014627,0.012097,0.228645
0.632821,0.006968,0.006944,0.012112,0.013289,0.017765,0.027293,0.048334,0.0643,0.033707,0.015873,0.010682,0.00706,0.008698,0.004384,0.005952,0.005145,0.078673
0.620745,0.007021,0.007201,0.010228,0.015269,0.023779,0.038868,0.068293,0.079406,0.040734,0.014925,0.00851,0.004893,0.003584,0.00198,0.002815,0.001849,0.049899
0.642485,0.00744,0.006897,0.01159,0.01365,0.020003,0.027244,0.042353,0.054144,0.02939,0.017914,0.011533,0.007669,0.007755,0.003978,0.005781,0.006267,0.083906
0.464067,0.015397,0.011787,0.026019,0.022341,0.029971,0.040547,0.06419,0.070724,0.041461,0.023826,0.018686,0.012655,0.013021,0.005528,0.008247,0.008338,0.123195
0.583767,0.010082,0.008841,0.015044,0.017013,0.022645,0.029931,0.049917,0.060944,0.034243,0.019041,0.01465,0.009511,0.010318,0.004332,0.006144,0.006203,0.097373
0.386413,0.019288,0.014703,0.023923,0.020883,0.024123,0.026914,0.032247,0.045903,0.034938,0.025469,0.023076,0.020484,0.025917,0.015052,0.019338,0.023176,0.218152
0.46937,0.027694,0.016102,0.015406,0.008293,0.008808,0.008747,0.010745,0.014165,0.010593,0.007597,0.007869,0.008596,0.014165,0.014982,0.025545,0.029056,0.30227
0.453529,0.030245,0.015833,0.009853,0.006814,0.007157,0.006716,0.00902,0.011985,0.007598,0.005907,0.004779,0.004975,0.008382,0.013946,0.027598,0.027083,0.348578
0.52063,0.020589,0.015955,0.015996,0.010407,0.01065,0.013821,0.018882,0.026199,0.019451,0.01439,0.012256,0.011565,0.016484,0.012825,0.017886,0.020325,0.221687
0.480525,0.028461,0.015136,0.009225,0.006102,0.006412,0.006245,0.008033,0.009606,0.008391,0.00646,0.006746,0.007318,0.011275,0.015041,0.027412,0.02665,0.320962
0.387828,0.012348,0.008951,0.023218,0.023657,0.03073,0.042279,0.06266,0.079324,0.057824,0.035886,0.029012,0.020101,0.017543,0.008432,0.011949,0.011189,0.137068
0.55581,0.022081,0.012165,0.009577,0.007924,0.007964,0.010573,0.016247,0.023176,0.015053,0.009557,0.008004,0.007387,0.009219,0.011011,0.015749,0.014515,0.243987
0.441571,0.018651,0.014662,0.022227,0.017496,0.020191,0.023768,0.03114,0.043436,0.033836,0.025941,0.020329,0.016313,0.020026,0.013122,0.015983,0.018183,0.203125
0.405698,0.036064,0.015152,0.010496,0.006866,0.006866,0.006787,0.008523,0.011443,0.008602,0.006313,0.00584,0.005051,0.008996,0.012468,0.030461,0.031881,0.382497
0.398117,0.025457,0.014539,0.016043,0.01387,0.015653,0.016711,0.024788,0.030025,0.02139,0.015263,0.012032,0.015207,0.015709,0.015541,0.023451,0.022672,0.303532
0.4426,0.027181,0.015571,0.013563,0.010851,0.010471,0.011773,0.01416,0.019043,0.013401,0.010037,0.00944,0.009549,0.012858,0.016113,0.02436,0.022786,0.316243
0.455766,0.010269,0.010101,0.020034,0.020118,0.027104,0.035143,0.054167,0.075421,0.055219,0.031355,0.02399,0.01713,0.015657,0.007365,0.009806,0.010101,0.121254
0.451282,0.015591,0.013095,0.023375,0.019643,0.023603,0.027266,0.038324,0.048626,0.036676,0.021955,0.019254,0.017353,0.019803,0.012225,0.014675,0.014675,0.182578
0.46683,0.021422,0.015382,0.019451,0.014742,0.01551,0.016764,0.022753,0.031583,0.022446,0.016508,0.014947,0.013053,0.019221,0.012362,0.020398,0.021755,0.234874
0.513158,0.020516,0.014716,0.013677,0.010215,0.012812,0.012379,0.0174,0.023979,0.018525,0.013071,0.011427,0.011773,0.01688,0.01385,0.019477,0.018525,0.237621
0.503826,0.021239,0.013812,0.019376,0.014532,0.016122,0.016569,0.020171,0.027574,0.016966,0.012048,0.012445,0.011477,0.014383,0.011576,0.018233,0.021537,0.228115
0.570965,0.011048,0.009355,0.016816,0.016558,0.020632,0.025712,0.031738,0.044249,0.031594,0.023014,0.018365,0.013401,0.016156,0.006686,0.009871,0.011737,0.122102
0.490535,0.027492,0.011986,0.007016,0.004495,0.00371,0.003995,0.005874,0.007254,0.005636,0.004376,0.0044,0.005565,0.00918,0.013294,0.029086,0.029918,0.336187
0.533245,0.020612,0.014554,0.01315,0.008644,0.010638,0.011746,0.016918,0.023124,0.014849,0.010564,0.007462,0.00857,0.012116,0.013815,0.020095,0.021129,0.238771
0.511632,0.021552,0.015055,0.015847,0.011441,0.012329,0.013406,0.015688,0.022598,0.016069,0.013216,0.011568,0.011441,0.014959,0.011758,0.019809,0.021235,0.240397
0.601714,0.007748,0.006363,0.009219,0.007574,0.010864,0.017226,0.058302,0.135518,0.035145,0.010821,0.00857,0.006189,0.008267,0.003506,0.005627,0.003376,0.063972
0.519003,0.010174,0.008907,0.014588,0.014934,0.021537,0.02983,0.06346,0.089258,0.039197,0.021614,0.016546,0.010903,0.012131,0.005528,0.008254,0.007525,0.106611
0.624562,0.014881,0.009541,0.008754,0.008272,0.009629,0.012474,0.019914,0.031819,0.017332,0.010242,0.006784,0.006915,0.007134,0.007222,0.013874,0.011511,0.17914
0.531571,0.019735,0.013672,0.012768,0.010494,0.011544,0.015654,0.021951,0.030346,0.019415,0.011486,0.009824,0.009095,0.010903,0.011981,0.016208,0.016412,0.226941
0.522249,0.012107,0.010079,0.01572,0.01217,0.014833,0.021362,0.047477,0.088742,0.041075,0.016861,0.011917,0.010459,0.012741,0.007733,0.01217,0.011537,0.130768
0.581025,0.011556,0.008267,0.0145,0.012076,0.014716,0.019564,0.038565,0.062197,0.031596,0.016447,0.013331,0.009739,0.013115,0.007358,0.010301,0.009522,0.126125
0.538119,0.013738,0.009723,0.013738,0.010691,0.014271,0.021285,0.040006,0.075658,0.036474,0.014706,0.009772,0.008127,0.01161,0.006289,0.012916,0.010981,0.151896
0.513495,0.026161,0.009119,0.004974,0.002395,0.002856,0.003823,0.007139,0.008613,0.006126,0.004652,0.003546,0.00327,0.005066,0.009027,0.027266,0.025654,0.336818
0.544039,0.013947,0.009375,0.008507,0.006944,0.009722,0.013021,0.030903,0.056308,0.029282,0.013368,0.009433,0.009144,0.012789,0.009606,0.017361,0.017766,0.188484
0.497396,0.027138,0.008087,0.007127,0.004112,0.004112,0.00562,0.011239,0.015351,0.010965,0.00795,0.003838,0.003289,0.00562,0.009183,0.026453,0.023712,0.32881
0.589044,0.0196,0.010691,0.008772,0.006213,0.005802,0.006213,0.01398,0.018595,0.01366,0.006716,0.006259,0.006488,0.008863,0.010736,0.018777,0.020102,0.229486
0.346616,0.028569,0.016827,0.019416,0.017104,0.019416,0.025518,0.037167,0.050666,0.029771,0.017751,0.015348,0.015348,0.01544,0.014793,0.02182,0.02034,0.288092
0.550056,0.013401,0.008277,0.015878,0.010529,0.013908,0.023423,0.057264,0.090541,0.033446,0.013626,0.009966,0.00884,0.012613,0.006532,0.011937,0.006869,0.112894
0.538978,0.018593,0.011593,0.009353,0.007336,0.010025,0.010081,0.019097,0.037746,0.019265,0.010641,0.008009,0.006552,0.009297,0.011201,0.017753,0.014897,0.239583
0.599813,0.009387,0.007288,0.010494,0.006238,0.007463,0.011952,0.054163,0.117537,0.027344,0.009562,0.007521,0.00618,0.012477,0.00583,0.011019,0.005014,0.090718
0.539194,0.016309,0.012311,0.011101,0.01068,0.01431,0.01794,0.034249,0.047769,0.030461,0.015152,0.011101,0.008523,0.010417,0.00826,0.0121,0.012731,0.187395
0.548564,0.022569,0.012387,0.009291,0.005302,0.007226,0.006898,0.014827,0.019379,0.011777,0.006804,0.00488,0.005865,0.009103,0.012153,0.022429,0.023696,0.256851
0.630952,0.013305,0.008053,0.012342,0.008228,0.011292,0.010329,0.025998,0.042805,0.024335,0.01173,0.009454,0.007353,0.013743,0.009716,0.011555,0.011204,0.137605
0.388848,0.021446,0.013725,0.013848,0.012377,0.015809,0.022365,0.046201,0.067953,0.039645,0.018689,0.012316,0.007659,0.011458,0.011091,0.018505,0.015809,0.262255
0.637879,0.008117,0.008279,0.012446,0.014665,0.016721,0.023431,0.0296,0.042154,0.027706,0.019481,0.014394,0.009686,0.010931,0.006981,0.007684,0.008712,0.101136
0.695205,0.013428,0.008697,0.00766,0.005407,0.005633,0.006939,0.011581,0.020593,0.011401,0.006128,0.005813,0.004867,0.006804,0.008472,0.011716,0.012212,0.157444
0.536096,0.018202,0.011184,0.015307,0.012763,0.013728,0.015833,0.022675,0.029254,0.020526,0.015088,0.011711,0.010132,0.013465,0.011974,0.016184,0.017675,0.208202
0.427817,0.009903,0.008583,0.015735,0.01656,0.020852,0.035266,0.060629,0.102168,0.059639,0.029985,0.023162,0.01601,0.012984,0.007978,0.012214,0.011664,0.128851
0.445614,0.0108,0.008607,0.016338,0.017105,0.024123,0.035636,0.075329,0.110197,0.051864,0.029167,0.018805,0.011568,0.012719,0.006524,0.009814,0.007621,0.108169
0.643193,0.008283,0.006908,0.01284,0.011502,0.014721,0.015951,0.02861,0.046947,0.029586,0.016385,0.014468,0.011972,0.013238,0.006908,0.00803,0.008789,0.101671
0.419318,0.013758,0.011688,0.022037,0.019602,0.026136,0.032589,0.04862,0.070739,0.049229,0.031209,0.022565,0.018101,0.018182,0.00901,0.013271,0.012216,0.161729
0.509713,0.011355,0.010839,0.017736,0.017408,0.021725,0.028106,0.041854,0.062828,0.042136,0.026276,0.02027,0.01539,0.014874,0.007508,0.010792,0.010792,0.130396
0.445227,0.020682,0.013409,0.016477,0.010568,0.012159,0.014886,0.026818,0.040114,0.027955,0.019318,0.013977,0.011932,0.018523,0.016023,0.021705,0.020909,0.249318
0.411771,0.015885,0.012812,0.020104,0.019167,0.023281,0.030365,0.057708,0.082969,0.04776,0.030677,0.022708,0.018333,0.019531,0.008177,0.01224,0.012083,0.154427
0.34329,0.028355,0.015901,0.015579,0.013327,0.013006,0.01682,0.024816,0.031296,0.022289,0.015993,0.013097,0.0125,0.014017,0.015809,0.023897,0.023438,0.356572
0.512438,0.019942,0.010845,0.011359,0.00699,0.009971,0.011822,0.016139,0.025185,0.014905,0.010742,0.008378,0.006116,0.009611,0.011667,0.020919,0.02205,0.270919
0.526811,0.024636,0.009499,0.004927,0.001998,0.003817,0.003995,0.010298,0.018288,0.009854,0.004572,0.003684,0.003374,0.006925,0.009766,0.026456,0.025835,0.305265
0.540556,0.015615,0.010035,0.0122,0.009827,0.01245,0.016073,0.031521,0.045636,0.027107,0.014657,0.010743,0.011243,0.013533,0.009993,0.014948,0.014074,0.18979
0.486921,0.012789,0.008449,0.01522,0.016204,0.019734,0.025289,0.046412,0.060995,0.040451,0.025289,0.016725,0.012326,0.013715,0.009375,0.013715,0.011632,0.164757
0.49047,0.013787,0.011126,0.018382,0.015867,0.018963,0.023897,0.043489,0.069853,0.040925,0.023268,0.019543,0.015964,0.019785,0.010014,0.011803,0.010836,0.142028
0.552674,0.016068,0.012019,0.012567,0.010374,0.011302,0.012989,0.022267,0.036522,0.023448,0.015224,0.012061,0.009615,0.012694,0.013242,0.015351,0.015477,0.196103
0.5062,0.023413,0.00873,0.005456,0.002629,0.003968,0.005506,0.01379,0.022669,0.011558,0.003671,0.003819,0.001984,0.004712,0.006994,0.026042,0.022173,0.326687
0.627344,0.017155,0.0111,0.014648,0.011491,0.016243,0.017643,0.029622,0.038021,0.018717,0.010417,0.006836,0.006315,0.006738,0.005924,0.008659,0.008171,0.144954
0.680444,0.007234,0.007234,0.013579,0.011207,0.015833,0.019628,0.031606,0.046667,0.026625,0.014587,0.012393,0.008954,0.009073,0.004447,0.005218,0.004388,0.080882
0.437793,0.019238,0.0146,0.016016,0.012158,0.01709,0.020703,0.026758,0.041211,0.025146,0.016211,0.012158,0.011328,0.014307,0.012354,0.018604,0.018262,0.266064
0.522598,0.019118,0.011814,0.013578,0.009706,0.011814,0.013382,0.01799,0.01951,0.012157,0.011225,0.008137,0.008529,0.011569,0.011716,0.019265,0.020931,0.256961
0.450671,0.026943,0.017127,0.025391,0.014073,0.014423,0.016627,0.028496,0.036308,0.019081,0.01257,0.009565,0.010266,0.011569,0.014123,0.018329,0.017929,0.25651
0.454761,0.023965,0.01383,0.016258,0.012194,0.012827,0.014147,0.019954,0.026077,0.017948,0.012933,0.010874,0.010769,0.013514,0.011508,0.021379,0.022012,0.285051
0.411759,0.026292,0.015475,0.015325,0.014022,0.013021,0.015174,0.01848,0.026693,0.01873,0.012971,0.012169,0.009465,0.013772,0.014273,0.02519,0.023137,0.314052
0.442045,0.012175,0.008604,0.025325,0.021104,0.030519,0.033685,0.050081,0.065422,0.042857,0.026623,0.024026,0.017776,0.018344,0.009334,0.011445,0.013068,0.147565
0.383906,0.027969,0.016198,0.014479,0.010729,0.010417,0.013385,0.016823,0.028229,0.016823,0.013177,0.010677,0.010833,0.014115,0.013958,0.02625,0.025104,0.346927
0.417256,0.015756,0.013464,0.023014,0.020292,0.02712,0.030319,0.042208,0.059206,0.038102,0.024924,0.019672,0.016854,0.021295,0.012128,0.015518,0.016425,0.18645
0.553555,0.021998,0.012016,0.008907,0.005797,0.005144,0.006757,0.009559,0.013821,0.009636,0.007525,0.005068,0.005682,0.00979,0.012323,0.021076,0.021959,0.269387
0.415393,0.011997,0.010933,0.020462,0.020172,0.034443,0.046488,0.072078,0.097039,0.060323,0.033282,0.021478,0.012868,0.012432,0.004644,0.006337,0.006434,0.113197
0.447097,0.019337,0.012987,0.018382,0.013894,0.01929,0.02373,0.036908,0.051184,0.028696,0.018526,0.014467,0.012319,0.014133,0.010313,0.018955,0.019242,0.22054
0.439948,0.021313,0.017641,0.020017,0.014113,0.014113,0.016417,0.021673,0.032474,0.020017,0.013249,0.011449,0.010009,0.019657,0.017497,0.023041,0.028082,0.259289
0.366892,0.013626,0.010135,0.02134,0.021453,0.027083,0.034966,0.05625,0.088345,0.045721,0.028941,0.022128,0.018525,0.022523,0.012782,0.016554,0.014583,0.178153
0.391771,0.017448,0.014844,0.023438,0.021406,0.030365,0.031823,0.045208,0.066823,0.039115,0.02625,0.022865,0.016823,0.019219,0.011354,0.015156,0.016771,0.189323
0.496444,0.010317,0.007011,0.015525,0.014874,0.02484,0.032202,0.054487,0.077574,0.045122,0.025691,0.020883,0.015174,0.014223,0.006911,0.010817,0.009615,0.118289
0.408765,0.012701,0.00962,0.018172,0.018737,0.027477,0.040116,0.06665,0.086393,0.059608,0.032633,0.02119,0.016222,0.015531,0.007482,0.014713,0.01201,0.131979
0.386815,0.009189,0.006393,0.015753,0.018379,0.031849,0.047489,0.077283,0.109817,0.067523,0.040696,0.028824,0.01718,0.014441,0.006279,0.007534,0.008676,0.105879
0.40957,0.014941,0.011279,0.021631,0.020996,0.028027,0.037988,0.056152,0.08042,0.049609,0.030664,0.025,0.017822,0.013721,0.007568,0.012402,0.012598,0.149609
0.491279,0.0172,0.013929,0.016473,0.016231,0.018169,0.021318,0.035368,0.042515,0.036458,0.019622,0.013081,0.013324,0.013081,0.011022,0.015262,0.014898,0.19077
0.469808,0.021825,0.013105,0.01003,0.009425,0.011643,0.012802,0.017893,0.023538,0.014617,0.010333,0.008165,0.008972,0.009375,0.012349,0.021169,0.021522,0.303427
0.502976,0.021877,0.012639,0.012639,0.006957,0.008271,0.01117,0.016156,0.026786,0.015074,0.009856,0.008735,0.006919,0.009586,0.012021,0.022689,0.021336,0.274312
0.451306,0.02203,0.014803,0.016846,0.014653,0.016098,0.021581,0.0311,0.044458,0.029107,0.018441,0.012809,0.010815,0.013706,0.010865,0.018042,0.017095,0.236244
0.481281,0.019737,0.013001,0.013784,0.011082,0.015155,0.017701,0.034265,0.049185,0.025885,0.015468,0.011396,0.008263,0.011004,0.009986,0.014685,0.014881,0.233239
0.489743,0.031537,0.015769,0.011367,0.007769,0.008994,0.009224,0.016075,0.026408,0.014046,0.006583,0.005129,0.005588,0.007655,0.010372,0.020667,0.015654,0.29742
0.538413,0.013968,0.011032,0.016627,0.017659,0.020556,0.028333,0.035714,0.047659,0.029206,0.019325,0.014405,0.01131,0.012143,0.006825,0.011111,0.011944,0.15377
0.757486,0.004767,0.004517,0.008301,0.009493,0.015327,0.025092,0.041444,0.044873,0.024067,0.011103,0.006775,0.003367,0.002676,0.001276,0.001882,0.001485,0.03607
0.550096,0.01422,0.009217,0.016242,0.013158,0.016687,0.020525,0.033888,0.050473,0.028851,0.019463,0.015282,0.011582,0.014529,0.007675,0.013877,0.013158,0.151076
0.404521,0.017053,0.011382,0.023045,0.019345,0.021195,0.03133,0.047378,0.077461,0.042873,0.025981,0.018822,0.017576,0.021034,0.010216,0.015645,0.01476,0.180381
0.527837,0.009663,0.007607,0.015913,0.015008,0.021711,0.030222,0.057895,0.089885,0.046299,0.024712,0.016612,0.010609,0.012007,0.006209,0.006127,0.006743,0.094942
0.640791,0.006921,0.005098,0.011107,0.012972,0.019355,0.026774,0.042316,0.058355,0.041321,0.022712,0.015376,0.008372,0.007543,0.003523,0.005471,0.005015,0.066976
0.509329,0.012093,0.008753,0.018082,0.017967,0.020501,0.030021,0.046222,0.067337,0.041999,0.02338,0.01766,0.014128,0.015011,0.007448,0.01002,0.011402,0.128647
0.470357,0.023333,0.014643,0.013929,0.011825,0.014246,0.015476,0.024643,0.031746,0.026032,0.017063,0.013849,0.012063,0.016032,0.012302,0.018254,0.019841,0.244365
0.475859,0.026719,0.014453,0.011406,0.00625,0.009492,0.013203,0.027734,0.060898,0.018672,0.008555,0.004531,0.003984,0.008047,0.011094,0.018594,0.015469,0.265039
0.574219,0.016168,0.011972,0.012189,0.010995,0.011719,0.013889,0.023365,0.037471,0.018157,0.010417,0.008464,0.006583,0.008572,0.009187,0.014142,0.013672,0.198821
0.471321,0.012587,0.010083,0.01893,0.019064,0.02297,0.033353,0.048377,0.075387,0.044671,0.025441,0.018363,0.013088,0.015158,0.006978,0.011986,0.011819,0.140425
0.337409,0.02885,0.019429,0.02337,0.018795,0.020516,0.02654,0.035507,0.052672,0.033243,0.020743,0.017255,0.013723,0.01635,0.012047,0.018614,0.018976,0.28596
0.553386,0.013418,0.009905,0.014873,0.012468,0.013766,0.020032,0.033006,0.053386,0.030728,0.019209,0.013196,0.00981,0.010601,0.007278,0.011994,0.011361,0.161582
0.401052,0.029475,0.016164,0.012361,0.010332,0.011156,0.012741,0.024277,0.032391,0.02003,0.010839,0.009001,0.009508,0.012107,0.014769,0.024151,0.026813,0.322832
0.503033,0.020121,0.011449,0.012047,0.009655,0.012261,0.013884,0.024522,0.036697,0.022215,0.012773,0.009612,0.007348,0.011065,0.011193,0.017344,0.019053,0.245728
0.492882,0.011849,0.009245,0.015842,0.01684,0.023264,0.033247,0.054644,0.081684,0.047005,0.025781,0.020486,0.012891,0.013498,0.00651,0.009375,0.009115,0.115842
0.576162,0.016455,0.011058,0.0117,0.007548,0.008341,0.011398,0.019059,0.027287,0.019173,0.011889,0.009662,0.008265,0.011964,0.011473,0.017701,0.018003,0.202861
0.535126,0.008864,0.007722,0.011358,0.009706,0.016436,0.026893,0.070883,0.152704,0.045613,0.014573,0.009525,0.006881,0.007692,0.003546,0.004327,0.003275,0.064874
0.479167,0.021336,0.011093,0.013335,0.010629,0.011866,0.016698,0.035444,0.06165,0.028525,0.013837,0.010861,0.00947,0.01117,0.011016,0.018012,0.018592,0.217301
0.514358,0.016854,0.012592,0.012938,0.009521,0.011402,0.014819,0.031442,0.060235,0.028102,0.014512,0.010596,0.009598,0.013168,0.009828,0.01574,0.015971,0.198326
0.403999,0.011816,0.01108,0.017919,0.016923,0.021858,0.031726,0.058908,0.103921,0.054969,0.027658,0.020602,0.017053,0.015538,0.010042,0.01134,0.012465,0.152181
0.494401,0.011415,0.01033,0.017622,0.014974,0.017665,0.02678,0.049523,0.082031,0.044878,0.022483,0.017622,0.012934,0.014236,0.00829,0.010851,0.009983,0.133984
0.438481,0.013096,0.009549,0.017852,0.017021,0.020343,0.030533,0.05899,0.098732,0.045894,0.024796,0.017399,0.013398,0.015021,0.008303,0.013398,0.011662,0.145531
0.441513,0.016189,0.012852,0.022051,0.020743,0.023945,0.030664,0.06259,0.081079,0.039367,0.02381,0.01939,0.014114,0.017091,0.00708,0.012762,0.011724,0.143038
0.54045,0.012405,0.010298,0.019587,0.011129,0.018904,0.02754,0.07992,0.102475,0.031339,0.012346,0.008428,0.005817,0.008725,0.004422,0.006974,0.00552,0.09372
0.60534,0.006847,0.00701,0.012911,0.009585,0.014932,0.02305,0.055132,0.107655,0.036092,0.013856,0.009585,0.006521,0.00701,0.00388,0.005575,0.003815,0.071205
0.408786,0.015174,0.011653,0.020037,0.0153,0.018151,0.024061,0.065015,0.13112,0.042631,0.019031,0.014294,0.012282,0.016055,0.007964,0.01354,0.009683,0.155223
0.470582,0.018092,0.013681,0.021681,0.016036,0.01641,0.022167,0.037193,0.059061,0.033568,0.019475,0.015401,0.013233,0.017195,0.011065,0.01484,0.016634,0.183687
0.354613,0.013485,0.010863,0.02119,0.01814,0.021725,0.034782,0.077055,0.173052,0.05244,0.02119,0.01525,0.011933,0.015786,0.007438,0.012842,0.009043,0.129174
0.612643,0.012567,0.010037,0.014971,0.014086,0.018598,0.022647,0.045968,0.06638,0.03804,0.017923,0.012821,0.008097,0.007465,0.003416,0.005778,0.004344,0.084219
0.62996,0.011099,0.008464,0.014726,0.008867,0.011533,0.015253,0.033885,0.06932,0.030847,0.014478,0.011502,0.008278,0.012184,0.006045,0.007781,0.006572,0.099206
0.478316,0.020988,0.011286,0.012175,0.00746,0.009431,0.013296,0.03239,0.054924,0.026361,0.013721,0.008851,0.006609,0.009856,0.011248,0.019133,0.016659,0.247294
0.457764,0.013655,0.011248,0.017551,0.015756,0.019083,0.024816,0.054315,0.104561,0.041886,0.018645,0.013612,0.011029,0.014837,0.007222,0.012561,0.011336,0.150123
0.491762,0.019582,0.010913,0.010999,0.007635,0.01074,0.013673,0.029891,0.047878,0.024629,0.012552,0.007764,0.006384,0.007937,0.009878,0.018418,0.015053,0.254313
0.482212,0.021154,0.012675,0.01049,0.008392,0.011538,0.016696,0.035052,0.049563,0.029108,0.01285,0.009091,0.006163,0.008042,0.008654,0.015865,0.014423,0.248033
0.445126,0.018466,0.012522,0.014055,0.011924,0.016485,0.019961,0.034278,0.051473,0.028484,0.017083,0.011924,0.011177,0.014541,0.012635,0.017494,0.01798,0.244393
0.440533,0.02595,0.014798,0.011612,0.008793,0.010662,0.015411,0.023162,0.037224,0.023009,0.014369,0.0106,0.008854,0.011305,0.011366,0.018076,0.015104,0.299173
0.534834,0.019713,0.010305,0.009045,0.009213,0.009969,0.013329,0.019349,0.029766,0.019489,0.010921,0.008401,0.00728,0.00756,0.007841,0.015009,0.011593,0.256384
0.478013,0.023237,0.014455,0.012147,0.01016,0.012083,0.014583,0.022596,0.031987,0.022372,0.014263,0.010801,0.008942,0.009872,0.01125,0.016378,0.014904,0.271955
0.414378,0.022596,0.013731,0.013994,0.011969,0.01673,0.024805,0.041772,0.057607,0.031829,0.016335,0.012232,0.009364,0.012179,0.012784,0.018045,0.014205,0.255445
0.484375,0.027449,0.011844,0.007142,0.004661,0.005502,0.006802,0.012084,0.020647,0.010964,0.006242,0.005042,0.004321,0.007062,0.010003,0.023988,0.019306,0.332566
0.567058,0.018797,0.010855,0.008835,0.008106,0.009211,0.013698,0.020277,0.030898,0.0207,0.012523,0.009516,0.007472,0.007848,0.006861,0.013722,0.012406,0.221217
0.498285,0.023713,0.011793,0.009739,0.007008,0.008363,0.009168,0.013084,0.01861,0.010374,0.006796,0.005526,0.005759,0.007707,0.010692,0.021236,0.018547,0.313601
0.477929,0.024667,0.015857,0.012857,0.01,0.012357,0.015381,0.021167,0.032214,0.02081,0.013333,0.010405,0.009619,0.01219,0.011619,0.016095,0.015429,0.268071
0.431341,0.027443,0.017048,0.015826,0.01237,0.013488,0.018529,0.02448,0.026663,0.016346,0.011383,0.009667,0.009667,0.012708,0.014657,0.023025,0.019958,0.2954
