LBP_0,LBP_1,LBP_2,LBP_3,LBP_4,LBP_5,LBP_6,LBP_7,LBP_8,LBP_9,LBP_10,LBP_11,LBP_12,LBP_13,LBP_14,LBP_15,LBP_16,LBP_17
0.463136,0.026456,0.016296,0.014433,0.010905,0.012371,0.013364,0.018382,0.023028,0.017563,0.01165,0.009787,0.008371,0.012743,0.013166,0.021661,0.023375,0.283312
0.433516,0.026594,0.017351,0.018301,0.011861,0.011698,0.013899,0.019088,0.026663,0.018023,0.012764,0.009822,0.009127,0.015173,0.014594,0.022818,0.025065,0.293643
0.254419,0.029426,0.023043,0.024306,0.018483,0.018168,0.024025,0.028479,0.037142,0.027848,0.018168,0.015011,0.015572,0.018589,0.018308,0.027497,0.02883,0.372685
0.412597,0.023638,0.016453,0.019431,0.014294,0.016155,0.022856,0.035289,0.043367,0.026727,0.019059,0.01489,0.012098,0.014853,0.011651,0.015337,0.020176,0.26113
0.374022,0.026328,0.017345,0.017641,0.013194,0.014113,0.016781,0.022326,0.027485,0.020665,0.015892,0.012927,0.01438,0.017048,0.016752,0.02535,0.02784,0.319912
0.396774,0.021846,0.016746,0.024595,0.018229,0.019712,0.025716,0.033492,0.04579,0.028827,0.02105,0.018157,0.014938,0.017831,0.011646,0.018916,0.019423,0.246311
0.426151,0.029904,0.016865,0.015519,0.00966,0.01164,0.011323,0.015783,0.020481,0.014965,0.009264,0.007205,0.007522,0.013144,0.015255,0.025892,0.028875,0.32055
0.315314,0.024964,0.018588,0.022929,0.019307,0.021462,0.027209,0.038943,0.050257,0.033824,0.023348,0.019905,0.017122,0.02248,0.015805,0.02239,0.024455,0.281699
0.360364,0.030559,0.01895,0.01466,0.012395,0.011847,0.013492,0.017377,0.025958,0.017663,0.012228,0.009678,0.010083,0.013539,0.01609,0.026435,0.026864,0.361818
0.42523,0.027098,0.018017,0.021264,0.013678,0.012816,0.015201,0.018276,0.024109,0.01592,0.013362,0.011638,0.013161,0.020086,0.016437,0.022701,0.026408,0.284598
0.372276,0.025005,0.017501,0.020868,0.017475,0.01858,0.020739,0.028629,0.038112,0.025468,0.018478,0.014828,0.014469,0.019069,0.014134,0.021099,0.021382,0.291889
0.339043,0.035168,0.019376,0.01318,0.008382,0.008443,0.008321,0.008321,0.010386,0.007349,0.007106,0.006074,0.00656,0.010204,0.016946,0.036625,0.038265,0.42025
0.50834,0.024714,0.015182,0.013072,0.008851,0.008374,0.010655,0.015285,0.021718,0.014059,0.009327,0.009259,0.007864,0.013583,0.012289,0.020187,0.019336,0.267906
0.475184,0.016738,0.013182,0.020559,0.01964,0.023171,0.030186,0.04032,0.05014,0.033161,0.021841,0.017705,0.013835,0.014101,0.007788,0.012045,0.012239,0.178164
0.403663,0.028528,0.016263,0.011962,0.009039,0.008199,0.008165,0.012231,0.016095,0.011559,0.008233,0.007023,0.006519,0.010249,0.015558,0.028495,0.029603,0.368616
0.497243,0.027762,0.014235,0.011548,0.005562,0.007235,0.006999,0.009945,0.013999,0.008861,0.006646,0.004973,0.00502,0.009922,0.013551,0.02484,0.02557,0.30609
0.485762,0.026586,0.016104,0.010531,0.006456,0.00707,0.006898,0.009868,0.014434,0.008739,0.00626,0.007094,0.005818,0.010089,0.014213,0.026782,0.027396,0.309898
0.514802,0.026562,0.014611,0.013999,0.007242,0.007855,0.008425,0.012627,0.016913,0.009882,0.006947,0.006672,0.006356,0.012584,0.012204,0.021453,0.024557,0.276309
0.368986,0.027685,0.019128,0.021794,0.015625,0.016028,0.020368,0.027096,0.039094,0.02412,0.015873,0.013083,0.011719,0.019066,0.014292,0.021267,0.020616,0.30416
0.476156,0.029034,0.015276,0.010698,0.007393,0.006096,0.006439,0.007197,0.009425,0.007246,0.00612,0.006585,0.006022,0.010527,0.014346,0.026244,0.029328,0.325867
0.494425,0.023775,0.014968,0.01282,0.008026,0.008256,0.009055,0.012908,0.01733,0.011275,0.008239,0.007085,0.006623,0.009109,0.012482,0.023881,0.02255,0.297195
0.427716,0.015267,0.012701,0.019366,0.021001,0.02417,0.034935,0.047862,0.067203,0.046932,0.027264,0.01997,0.015619,0.016046,0.008099,0.01245,0.012726,0.170674
0.500803,0.024046,0.013941,0.008992,0.006737,0.007178,0.006711,0.010054,0.014589,0.009225,0.006297,0.005778,0.007333,0.009095,0.012412,0.025394,0.024254,0.307162
0.380281,0.025198,0.017626,0.02134,0.016927,0.018302,0.019459,0.025391,0.03031,0.02445,0.021171,0.018302,0.015215,0.019338,0.016035,0.020689,0.024788,0.28518
0.473189,0.02619,0.016394,0.013228,0.008404,0.007931,0.008464,0.012251,0.017785,0.010328,0.007221,0.005356,0.005771,0.010032,0.013613,0.025124,0.025746,0.312973
0.527353,0.009154,0.006608,0.01394,0.01607,0.022458,0.033829,0.05767,0.088887,0.049658,0.023029,0.016201,0.010537,0.011064,0.005291,0.006586,0.006213,0.095451
0.420619,0.027366,0.015353,0.012686,0.009735,0.009709,0.012272,0.019237,0.025917,0.017813,0.011107,0.008233,0.007612,0.012997,0.013929,0.025036,0.024907,0.325471
0.527683,0.019867,0.014379,0.014511,0.011877,0.011964,0.013786,0.017716,0.026124,0.017562,0.012294,0.010559,0.00955,0.011745,0.012974,0.018287,0.019999,0.229123
0.403663,0.028528,0.016263,0.011962,0.009039,0.008199,0.008165,0.012231,0.016095,0.011559,0.008233,0.007023,0.006519,0.010249,0.015558,0.028495,0.029603,0.368616
0.428275,0.026654,0.016102,0.0144,0.010281,0.012051,0.011608,0.020799,0.029956,0.016953,0.012459,0.01154,0.008885,0.01314,0.015114,0.023182,0.022842,0.30576
0.420908,0.023421,0.016245,0.016485,0.014698,0.017045,0.02102,0.029263,0.040333,0.028836,0.01982,0.018059,0.014778,0.016565,0.01147,0.018006,0.019793,0.253254
0.404386,0.023054,0.016146,0.020422,0.015269,0.015104,0.016639,0.022177,0.032237,0.020559,0.015817,0.015461,0.014611,0.019627,0.016996,0.024095,0.026069,0.281332
0.383282,0.031677,0.018272,0.014173,0.009221,0.008367,0.008752,0.010459,0.013576,0.010886,0.007428,0.007386,0.009477,0.015625,0.018144,0.030908,0.033,0.369365
0.424578,0.030687,0.017033,0.012669,0.00732,0.00763,0.007658,0.012838,0.019538,0.012218,0.006532,0.006137,0.006447,0.010501,0.017596,0.029195,0.029814,0.34161
0.343373,0.036307,0.018305,0.013172,0.008567,0.008379,0.007246,0.008982,0.013474,0.008416,0.006718,0.00702,0.007435,0.011247,0.016984,0.033816,0.033401,0.417157
0.527235,0.025879,0.013292,0.00651,0.004503,0.003418,0.00434,0.006782,0.009494,0.005208,0.003147,0.003526,0.003798,0.006076,0.01199,0.025228,0.02436,0.315213
0.354186,0.033082,0.01752,0.013943,0.009257,0.009967,0.009853,0.01434,0.018344,0.011415,0.009314,0.00761,0.00744,0.011614,0.015731,0.032485,0.03081,0.393088
0.417467,0.028036,0.015792,0.011017,0.009816,0.008723,0.00979,0.01131,0.018779,0.01019,0.008216,0.006642,0.007202,0.01011,0.016432,0.027876,0.027315,0.355287
0.409121,0.032227,0.016835,0.011213,0.006403,0.006824,0.007035,0.010823,0.013709,0.008838,0.006644,0.006343,0.006163,0.009289,0.015693,0.030814,0.029191,0.372835
0.46737,0.027327,0.018966,0.016423,0.009551,0.008739,0.008387,0.011472,0.01737,0.009686,0.008198,0.008009,0.008442,0.014746,0.017587,0.027083,0.028869,0.291775
0.430907,0.020652,0.015393,0.02106,0.017273,0.015639,0.018581,0.024221,0.034955,0.024112,0.016619,0.015312,0.014712,0.020325,0.014985,0.02166,0.02275,0.250845
0.442463,0.023108,0.017111,0.019618,0.016207,0.018249,0.020601,0.028381,0.037634,0.025357,0.020239,0.020239,0.017344,0.018352,0.013312,0.018016,0.018455,0.225315
0.488025,0.020925,0.015274,0.014479,0.009958,0.010997,0.012066,0.018237,0.023644,0.016954,0.012677,0.010661,0.011486,0.015518,0.01506,0.020436,0.024102,0.2595
0.483017,0.025488,0.017943,0.015502,0.01092,0.010536,0.009822,0.014157,0.021263,0.012264,0.008505,0.00771,0.00749,0.011468,0.013581,0.022717,0.024857,0.282759
0.364814,0.033722,0.017339,0.010516,0.006659,0.006461,0.006791,0.009658,0.020174,0.009988,0.006955,0.005901,0.006296,0.010054,0.017537,0.032898,0.035041,0.399196
0.501525,0.023549,0.016034,0.01276,0.010826,0.010491,0.010231,0.017485,0.025223,0.017708,0.01276,0.010007,0.009301,0.013765,0.012016,0.021354,0.021243,0.25372
0.513426,0.020903,0.014861,0.013958,0.011343,0.010903,0.012199,0.016921,0.024722,0.015069,0.011528,0.009444,0.010046,0.014491,0.012523,0.01919,0.022315,0.246157
0.475734,0.029489,0.013058,0.006631,0.003961,0.004079,0.003492,0.006103,0.012119,0.006221,0.003873,0.00402,0.004842,0.00669,0.014407,0.029284,0.031191,0.344806
0.374102,0.033438,0.019258,0.013789,0.008086,0.007305,0.008984,0.013281,0.025234,0.010977,0.008164,0.006836,0.007422,0.011562,0.016133,0.030547,0.030859,0.374023
0.410939,0.022525,0.015284,0.023148,0.018281,0.022288,0.024662,0.034989,0.051401,0.032348,0.021813,0.018697,0.015848,0.018697,0.013206,0.016263,0.018489,0.221124
0.512771,0.027763,0.013815,0.009484,0.006063,0.005641,0.006708,0.009373,0.016369,0.010483,0.005952,0.004931,0.005242,0.009284,0.012349,0.022699,0.024298,0.296775
0.495537,0.018752,0.014617,0.018711,0.016828,0.017503,0.01998,0.028149,0.035764,0.024709,0.017135,0.014125,0.01216,0.015599,0.011628,0.01519,0.016541,0.207071
0.450127,0.028942,0.017111,0.012176,0.007136,0.007083,0.007746,0.010876,0.013635,0.00963,0.007667,0.006552,0.007322,0.012336,0.014643,0.027297,0.029764,0.329955
0.368173,0.029776,0.019487,0.018205,0.011859,0.011442,0.013494,0.017949,0.026699,0.016314,0.012051,0.009038,0.011442,0.016827,0.016603,0.028974,0.029391,0.342276
0.513554,0.027625,0.014102,0.008346,0.005147,0.004721,0.004325,0.006914,0.01133,0.007249,0.006031,0.006031,0.007188,0.010599,0.014894,0.024092,0.02458,0.303271
0.415994,0.026058,0.018429,0.020833,0.013718,0.014103,0.014968,0.020769,0.025128,0.016699,0.010545,0.008846,0.009647,0.012404,0.01484,0.024519,0.025256,0.307244
0.377193,0.030188,0.021553,0.017852,0.012233,0.011822,0.011787,0.01398,0.022924,0.013809,0.009457,0.007984,0.00908,0.013021,0.018675,0.029365,0.029502,0.349575
0.409933,0.02899,0.019727,0.016797,0.012556,0.014007,0.013895,0.020145,0.029353,0.018499,0.011858,0.010826,0.009905,0.01649,0.016239,0.024023,0.022628,0.304129
0.452133,0.023895,0.015748,0.019329,0.01209,0.012401,0.013958,0.016319,0.019458,0.01471,0.012635,0.012012,0.012713,0.017538,0.015281,0.02335,0.026463,0.279966
0.45847,0.030251,0.015684,0.010456,0.006227,0.006285,0.005698,0.006902,0.011102,0.006843,0.004729,0.004905,0.004817,0.007284,0.014127,0.03034,0.028636,0.347245
0.434963,0.025775,0.017228,0.01469,0.009215,0.010917,0.011919,0.020566,0.032719,0.017394,0.011719,0.009882,0.01045,0.01686,0.017728,0.02484,0.027678,0.285457
0.420491,0.029086,0.016304,0.011977,0.006995,0.007599,0.008454,0.014241,0.02028,0.011725,0.007649,0.006995,0.007146,0.011926,0.014694,0.029136,0.028885,0.346417
0.561589,0.021853,0.011728,0.00998,0.006774,0.007758,0.008814,0.011364,0.017519,0.010307,0.006884,0.00601,0.00652,0.008996,0.011509,0.019886,0.020906,0.251603
0.258777,0.03753,0.023683,0.015512,0.012788,0.014377,0.013469,0.020354,0.024667,0.017479,0.012863,0.011274,0.011501,0.017403,0.018462,0.032234,0.033369,0.424258
0.475583,0.02359,0.014348,0.015571,0.010716,0.011328,0.012694,0.02021,0.029812,0.016614,0.011004,0.01086,0.01104,0.014636,0.011903,0.022691,0.023375,0.264025
0.432766,0.03057,0.016267,0.011835,0.006849,0.00695,0.007504,0.008763,0.011684,0.007252,0.006295,0.006648,0.006749,0.013447,0.015159,0.029009,0.029261,0.352992
0.521291,0.026534,0.014393,0.010945,0.006722,0.007214,0.007249,0.009009,0.020904,0.009502,0.007179,0.00644,0.006968,0.010487,0.013478,0.022839,0.023473,0.275373
0.565962,0.020577,0.013558,0.013141,0.008942,0.010609,0.012083,0.01734,0.020673,0.013269,0.009744,0.008718,0.008173,0.013301,0.011795,0.01734,0.017724,0.217051
0.286445,0.037289,0.021519,0.015928,0.009441,0.008122,0.009599,0.016878,0.024051,0.015823,0.00865,0.007437,0.009705,0.014557,0.02057,0.03539,0.038924,0.419673
0.581408,0.021337,0.014345,0.012441,0.006368,0.006467,0.006893,0.011653,0.016708,0.009618,0.006565,0.006598,0.005941,0.010997,0.01382,0.020319,0.022617,0.225906
0.376866,0.032639,0.017361,0.013151,0.009679,0.009158,0.009679,0.013976,0.016667,0.011415,0.00803,0.008203,0.007509,0.01276,0.016753,0.032292,0.031554,0.372309
0.428149,0.029672,0.014678,0.009904,0.008089,0.007063,0.008286,0.010693,0.017795,0.0116,0.008049,0.006747,0.007615,0.011245,0.015349,0.026397,0.027738,0.350931
0.447421,0.022659,0.01623,0.020952,0.015833,0.01627,0.022024,0.028373,0.035476,0.02496,0.016468,0.014524,0.015119,0.016746,0.012857,0.01881,0.019643,0.235635
0.394043,0.025651,0.017285,0.017904,0.013346,0.012598,0.015332,0.024707,0.034375,0.02168,0.014746,0.011458,0.011849,0.016862,0.016243,0.024674,0.023861,0.303385
0.453976,0.025626,0.015204,0.013656,0.010594,0.010766,0.013209,0.016752,0.025867,0.01658,0.011351,0.009287,0.008806,0.014653,0.014894,0.021464,0.023631,0.293685
0.519267,0.017575,0.013651,0.018539,0.015719,0.01492,0.01781,0.021992,0.034258,0.020489,0.015367,0.013534,0.014074,0.01929,0.012312,0.016823,0.02023,0.194149
0.328171,0.039108,0.01928,0.011467,0.006076,0.009,0.008041,0.015808,0.021427,0.01133,0.006533,0.006442,0.005985,0.009366,0.015762,0.03422,0.034631,0.417352
0.437653,0.022283,0.016674,0.022207,0.017132,0.016751,0.018162,0.021062,0.02732,0.019918,0.015911,0.017208,0.017819,0.020986,0.013965,0.022092,0.023466,0.249389
0.41683,0.02925,0.018314,0.021026,0.012758,0.012358,0.011024,0.01298,0.019515,0.012447,0.010313,0.010268,0.010757,0.017248,0.01747,0.026716,0.029694,0.311033
0.382342,0.031456,0.018101,0.017975,0.009968,0.009905,0.010696,0.013006,0.020348,0.011456,0.009051,0.009557,0.009747,0.017468,0.017595,0.029842,0.031741,0.349747
0.520937,0.019072,0.014777,0.017349,0.011556,0.013449,0.015512,0.021756,0.032324,0.019411,0.015003,0.012602,0.011867,0.017236,0.012432,0.017885,0.020767,0.206064
0.447231,0.024565,0.017168,0.018987,0.011155,0.012777,0.012342,0.016456,0.022824,0.01697,0.012777,0.01163,0.014478,0.020609,0.016139,0.024407,0.028718,0.270767
0.345224,0.038662,0.016789,0.009826,0.005169,0.004742,0.004913,0.008501,0.013371,0.008288,0.005255,0.004144,0.005383,0.011492,0.018797,0.038491,0.038534,0.42242
0.416495,0.030578,0.019581,0.012263,0.009019,0.008386,0.010206,0.012975,0.018631,0.011234,0.009059,0.009217,0.010364,0.016574,0.017089,0.030142,0.032753,0.325435
0.604612,0.011618,0.008244,0.016266,0.015581,0.018653,0.023141,0.028139,0.035253,0.026961,0.019544,0.01695,0.012892,0.013926,0.007178,0.009565,0.010982,0.120496
0.378437,0.032846,0.020719,0.015269,0.008641,0.009967,0.009525,0.0163,0.022732,0.014385,0.010261,0.009476,0.01198,0.017478,0.017969,0.029753,0.036626,0.337637
0.416867,0.021234,0.015625,0.023571,0.017762,0.0211,0.02267,0.03095,0.047342,0.03105,0.021768,0.021735,0.017161,0.021968,0.013221,0.017528,0.021067,0.217381
0.476699,0.029455,0.019135,0.015994,0.009551,0.008558,0.008878,0.011955,0.016763,0.010321,0.008397,0.007179,0.009391,0.012212,0.014551,0.024615,0.025385,0.290962
0.329877,0.02367,0.0187,0.02771,0.019558,0.018807,0.022383,0.028533,0.044515,0.030177,0.022955,0.022204,0.019522,0.026673,0.017377,0.023205,0.027853,0.27628
0.34343,0.025088,0.019126,0.023848,0.020286,0.021407,0.023688,0.033491,0.047575,0.033331,0.025568,0.019566,0.015845,0.022647,0.014365,0.022327,0.022847,0.265565
0.329883,0.027891,0.021875,0.021484,0.013945,0.012773,0.013711,0.020742,0.027813,0.021133,0.016797,0.016602,0.016719,0.025664,0.022109,0.029531,0.034336,0.326992
0.388949,0.022156,0.016053,0.022276,0.017587,0.019481,0.02408,0.031385,0.043621,0.031445,0.02423,0.018789,0.017526,0.022246,0.014069,0.019631,0.020533,0.245942
0.432493,0.02326,0.018928,0.018359,0.013317,0.012571,0.014453,0.02017,0.026776,0.021626,0.015341,0.015234,0.014382,0.020774,0.016122,0.024929,0.027415,0.263849
0.379575,0.03346,0.018766,0.010197,0.00632,0.007212,0.007871,0.013299,0.018921,0.012678,0.007987,0.006436,0.00632,0.009964,0.017641,0.030591,0.030009,0.382754
0.596807,0.015693,0.011005,0.014538,0.009749,0.010326,0.012024,0.016848,0.024253,0.018614,0.012874,0.012534,0.010802,0.014164,0.011243,0.015999,0.015897,0.17663
0.288617,0.035238,0.024118,0.021725,0.012106,0.011027,0.010417,0.015719,0.024352,0.014217,0.009478,0.009337,0.010698,0.020646,0.022053,0.034675,0.04162,0.393956
0.361468,0.034726,0.0194,0.014205,0.007252,0.007028,0.007551,0.013382,0.017905,0.011588,0.006392,0.006093,0.008859,0.013195,0.020185,0.032596,0.036894,0.38128
0.374381,0.029174,0.020105,0.021343,0.015152,0.013185,0.014751,0.018211,0.029283,0.019741,0.014132,0.012711,0.014241,0.0228,0.018794,0.026515,0.028263,0.307219
0.482812,0.027125,0.018344,0.013844,0.008438,0.008812,0.009875,0.014031,0.023875,0.0125,0.008875,0.008937,0.009656,0.013844,0.015625,0.021719,0.024313,0.277375
0.403716,0.015395,0.011402,0.021192,0.020347,0.023841,0.027257,0.041692,0.066569,0.044725,0.030828,0.026144,0.020117,0.021192,0.011671,0.015203,0.017813,0.180897
0.435825,0.023274,0.015661,0.019486,0.012675,0.014314,0.017228,0.026807,0.0342,0.020615,0.013221,0.012092,0.011546,0.014969,0.011546,0.023784,0.025532,0.267228
0.502498,0.017326,0.012331,0.018638,0.017545,0.02023,0.022103,0.030657,0.039898,0.021822,0.015204,0.013487,0.012331,0.015266,0.010396,0.015828,0.017202,0.19724
0.371008,0.030818,0.017765,0.013989,0.011328,0.012227,0.013881,0.019563,0.025604,0.01683,0.010968,0.011112,0.009098,0.012982,0.013845,0.02733,0.028265,0.353388
0.415111,0.028758,0.018078,0.01693,0.009612,0.009059,0.009375,0.0125,0.021954,0.014003,0.008979,0.00807,0.008742,0.015427,0.016416,0.03121,0.034533,0.321242
0.37252,0.034136,0.015602,0.013258,0.008658,0.008297,0.008838,0.011093,0.014295,0.010281,0.006809,0.006854,0.007305,0.012581,0.015963,0.031881,0.036346,0.385281
0.413033,0.019558,0.014031,0.021181,0.017818,0.020911,0.024235,0.031231,0.045223,0.030651,0.021452,0.019519,0.017007,0.018476,0.012832,0.019017,0.02149,0.232336
0.356783,0.031804,0.015851,0.01097,0.007246,0.008504,0.010568,0.015902,0.021437,0.011524,0.007397,0.007196,0.007699,0.010215,0.01404,0.032709,0.033162,0.396991
0.414691,0.021282,0.015565,0.023018,0.020055,0.022659,0.02673,0.03568,0.047414,0.034782,0.022959,0.020983,0.017301,0.018977,0.011644,0.016792,0.017421,0.212045
0.39532,0.029013,0.018889,0.015882,0.01181,0.01137,0.013058,0.019696,0.028389,0.018009,0.01137,0.0095,0.008913,0.013901,0.015808,0.025968,0.027766,0.325337
0.394855,0.024756,0.01614,0.022321,0.015828,0.019605,0.024913,0.034403,0.045174,0.030438,0.017732,0.014704,0.013549,0.022321,0.014111,0.020885,0.022384,0.245879
0.377361,0.029931,0.017917,0.017326,0.013021,0.014236,0.015035,0.019514,0.022049,0.014514,0.009896,0.009931,0.010174,0.01375,0.015243,0.028056,0.031111,0.340938
0.42289,0.029878,0.015267,0.013451,0.008658,0.00804,0.008349,0.010977,0.013567,0.008465,0.006532,0.00688,0.006648,0.011518,0.013915,0.031076,0.034284,0.349606
0.288134,0.038024,0.017446,0.015406,0.009907,0.01038,0.011764,0.02076,0.034819,0.020068,0.012019,0.00987,0.007576,0.018102,0.016281,0.033727,0.027389,0.408326
0.363559,0.032274,0.019409,0.013177,0.007568,0.008948,0.009749,0.016871,0.021857,0.012197,0.008592,0.007479,0.006633,0.010728,0.016471,0.029647,0.02938,0.385461
0.567558,0.022697,0.011842,0.007936,0.005592,0.006785,0.006908,0.010855,0.01727,0.00991,0.007031,0.005181,0.003865,0.009005,0.011472,0.021382,0.018421,0.256291
0.416112,0.031169,0.016315,0.0153,0.00901,0.008036,0.00763,0.011161,0.02082,0.010917,0.007224,0.007914,0.008239,0.013109,0.015057,0.030519,0.034821,0.336648
0.434964,0.029845,0.015008,0.012164,0.008326,0.008909,0.00908,0.014597,0.016516,0.011959,0.00699,0.008498,0.006065,0.009766,0.011719,0.026247,0.027515,0.341831
0.376014,0.026884,0.018696,0.01913,0.018442,0.018442,0.020797,0.029964,0.035688,0.023297,0.01663,0.012899,0.014819,0.01587,0.013659,0.0225,0.023913,0.292355
0.370629,0.030719,0.018263,0.020854,0.015765,0.017982,0.017951,0.024881,0.035527,0.024101,0.017108,0.015734,0.011613,0.016702,0.014267,0.022758,0.025568,0.299575
0.495192,0.019261,0.013732,0.020433,0.017278,0.021064,0.022656,0.032121,0.038792,0.023077,0.015835,0.014303,0.01226,0.014213,0.010096,0.015775,0.016076,0.197837
0.750536,0.012194,0.006051,0.003952,0.003232,0.003186,0.003401,0.005025,0.005668,0.004213,0.003707,0.003294,0.00314,0.004626,0.006143,0.012577,0.012316,0.15674
0.724517,0.013603,0.006664,0.004687,0.003309,0.003608,0.00324,0.004527,0.00671,0.003952,0.002711,0.002688,0.00324,0.003998,0.00648,0.014407,0.013557,0.178102
0.430915,0.021839,0.0152,0.015419,0.014212,0.011798,0.0152,0.023595,0.029741,0.021565,0.016078,0.012785,0.012346,0.015584,0.014432,0.022608,0.02376,0.282924
0.397679,0.016614,0.011911,0.021624,0.023119,0.028921,0.034986,0.046501,0.05661,0.041271,0.030679,0.028173,0.019998,0.020306,0.008922,0.014812,0.019163,0.17871
0.310909,0.023486,0.013937,0.028067,0.02228,0.023196,0.029321,0.040799,0.052662,0.04186,0.033902,0.028887,0.023438,0.025415,0.012297,0.019483,0.023486,0.246576
0.441553,0.025586,0.016162,0.01543,0.010693,0.011182,0.010937,0.010645,0.015869,0.013672,0.01123,0.011963,0.010791,0.014453,0.013623,0.025244,0.031592,0.309375
0.359276,0.013845,0.012856,0.017158,0.019803,0.02816,0.045589,0.075579,0.103936,0.058248,0.031398,0.019828,0.01298,0.013252,0.00712,0.009741,0.010136,0.161096
0.381798,0.010431,0.009259,0.017171,0.018841,0.029741,0.047468,0.085326,0.102819,0.068595,0.035132,0.02309,0.012658,0.010461,0.006593,0.007384,0.007237,0.125996
0.371662,0.028234,0.015766,0.014197,0.013192,0.013916,0.018621,0.020512,0.030365,0.021758,0.01653,0.01472,0.012709,0.012468,0.010578,0.020592,0.023568,0.340613
0.500742,0.020781,0.013398,0.018281,0.013906,0.012734,0.012891,0.014687,0.021406,0.014219,0.009453,0.00918,0.009492,0.015625,0.014023,0.023086,0.025352,0.250742
0.39375,0.02849,0.016396,0.015341,0.011932,0.012622,0.014002,0.017127,0.02017,0.016315,0.012297,0.010552,0.009903,0.012865,0.013231,0.025122,0.026055,0.343831
0.437808,0.028217,0.014636,0.011735,0.009406,0.009362,0.007823,0.011384,0.017493,0.009494,0.006944,0.006593,0.006637,0.011428,0.014153,0.028525,0.025888,0.342475
0.509462,0.020877,0.012413,0.013976,0.011979,0.014757,0.014931,0.021832,0.026432,0.019141,0.01467,0.013325,0.012196,0.014974,0.011675,0.017274,0.019531,0.230556
0.423523,0.027294,0.013537,0.012878,0.008703,0.007955,0.008659,0.011691,0.017757,0.012087,0.009098,0.008263,0.008219,0.012307,0.013801,0.028217,0.025624,0.350387
0.466635,0.023444,0.014985,0.015351,0.014724,0.0165,0.017857,0.024436,0.027412,0.018901,0.011487,0.009242,0.009555,0.014254,0.013889,0.023914,0.021564,0.255848
0.421977,0.027114,0.014042,0.013276,0.011693,0.010978,0.012919,0.016391,0.025123,0.014093,0.0096,0.0072,0.008119,0.010366,0.01297,0.02594,0.022314,0.335886
0.450009,0.026186,0.015452,0.010561,0.008657,0.009219,0.010648,0.015885,0.022204,0.013807,0.010691,0.007574,0.007531,0.01095,0.013591,0.02571,0.020992,0.320334
0.523281,0.024648,0.014492,0.01125,0.007461,0.007695,0.008125,0.009961,0.014023,0.007852,0.005664,0.00582,0.006133,0.010352,0.014063,0.023867,0.023984,0.281328
0.529184,0.020086,0.012307,0.014988,0.011911,0.011823,0.014241,0.021273,0.025492,0.017053,0.01134,0.010417,0.010153,0.013933,0.012438,0.019954,0.019075,0.224332
0.463039,0.026727,0.014666,0.011285,0.008087,0.008269,0.00795,0.009594,0.014574,0.010097,0.008635,0.007173,0.007767,0.010508,0.01398,0.024488,0.025311,0.327851
0.430513,0.029945,0.017698,0.012055,0.007678,0.007908,0.009521,0.011018,0.015241,0.011057,0.008062,0.008523,0.008907,0.013091,0.016201,0.028102,0.027257,0.337224
0.453475,0.025445,0.016634,0.013916,0.009676,0.009881,0.010705,0.016057,0.021821,0.014904,0.011569,0.010581,0.010623,0.015316,0.016963,0.025156,0.026515,0.290761
0.528571,0.019206,0.014405,0.01381,0.010397,0.01123,0.011627,0.01619,0.019246,0.01627,0.012222,0.012381,0.01246,0.014722,0.013214,0.019683,0.021151,0.233214
0.431837,0.026496,0.018064,0.016162,0.011161,0.009383,0.011946,0.01794,0.023851,0.019676,0.013641,0.012855,0.012483,0.017485,0.017816,0.024388,0.025628,0.289187
0.387649,0.022628,0.018601,0.019345,0.015406,0.016588,0.016982,0.024816,0.035583,0.024729,0.021402,0.017945,0.017113,0.022803,0.016894,0.023065,0.025867,0.272584
0.458385,0.022593,0.01611,0.015955,0.011064,0.010404,0.011219,0.014441,0.020924,0.015606,0.012345,0.010792,0.010675,0.016266,0.015373,0.024146,0.027135,0.286568
0.478743,0.020536,0.013736,0.015934,0.012603,0.014629,0.016346,0.020604,0.026099,0.018887,0.012775,0.012672,0.012431,0.01669,0.013977,0.019815,0.0216,0.251923
0.513202,0.022208,0.012514,0.010959,0.008608,0.010598,0.009621,0.015299,0.020291,0.012117,0.009476,0.008138,0.008536,0.010525,0.011538,0.020833,0.02011,0.275427
0.512439,0.018773,0.014704,0.013322,0.010941,0.010289,0.01313,0.018619,0.025376,0.019272,0.014396,0.013053,0.012362,0.014742,0.014704,0.018927,0.02242,0.232532
0.403439,0.024926,0.014757,0.016286,0.012979,0.013724,0.015253,0.021991,0.027199,0.018891,0.0136,0.012235,0.013972,0.018146,0.016121,0.023562,0.024595,0.308325
0.425347,0.021519,0.015305,0.017635,0.014529,0.01462,0.016721,0.025265,0.03527,0.024717,0.015442,0.013067,0.012381,0.016173,0.014894,0.023026,0.023894,0.270194
0.469641,0.021519,0.014597,0.016036,0.011856,0.014323,0.016653,0.022615,0.032415,0.021039,0.014254,0.01261,0.009663,0.013226,0.012952,0.019805,0.018503,0.258292
0.475405,0.027894,0.015914,0.011458,0.005208,0.005266,0.006481,0.005845,0.011748,0.007581,0.007002,0.005324,0.006713,0.01169,0.014815,0.027199,0.029225,0.325231
0.482765,0.020265,0.015341,0.017566,0.015152,0.014394,0.016903,0.02358,0.0366,0.020975,0.015956,0.013968,0.012358,0.016903,0.013163,0.018277,0.018797,0.227036
